people,img_id,Layer,X,Y,GrayValue
qxm,frame_000604,7,94,296,79.6
qxm,frame_000604,8,94,296,252.64
qxm,frame_000604,9,94,296,137.24
qxm,frame_000604,10,94,296,62.4
qxm,frame_000604,11,94,296,67.32
qxm,frame_000604,12,94,296,253.92
qxm,frame_000604,13,94,296,178.8
qxm,frame_000604,14,94,296,56.76
qxm,frame_000604,15,94,296,84.8
qxm,frame_000604,0,82,298,223.44
qxm,frame_000604,1,82,298,125.52
qxm,frame_000604,2,82,298,48.44
qxm,frame_000604,3,82,298,74.84
qxm,frame_000604,4,82,298,211.6
qxm,frame_000604,5,82,298,87.68
qxm,frame_000604,6,82,298,43.2
qxm,frame_000604,7,82,298,51.96
qxm,frame_000604,8,82,298,230.12
qxm,frame_000604,9,82,298,84.28
qxm,frame_000604,10,82,298,40.72
qxm,frame_000604,11,82,298,47.6
qxm,frame_000604,12,82,298,249.68
qxm,frame_000604,13,82,298,108.48
qxm,frame_000604,14,82,298,38.32
qxm,frame_000604,15,82,298,56.04
qxm,frame_000614,0,94,295,251.16
qxm,frame_000614,1,94,295,229.16
qxm,frame_000614,2,94,295,71.72
qxm,frame_000614,3,94,295,156.36
qxm,frame_000614,4,94,295,236.76
qxm,frame_000614,5,94,295,126.88
qxm,frame_000614,6,94,295,57.44
qxm,frame_000614,7,94,295,80.0
qxm,frame_000614,8,94,295,253.4
qxm,frame_000614,9,94,295,139.28
qxm,frame_000614,10,94,295,63.72
qxm,frame_000614,11,94,295,75.48
qxm,frame_000614,12,94,295,254.24
qxm,frame_000614,13,94,295,179.96
qxm,frame_000614,14,94,295,59.72
qxm,frame_000614,15,94,295,84.24
qxm,frame_000614,0,81,299,200.44
qxm,frame_000614,1,81,299,113.08
qxm,frame_000614,2,81,299,44.48
qxm,frame_000614,3,81,299,58.36
qxm,frame_000614,4,81,299,186.56
qxm,frame_000614,5,81,299,80.28
qxm,frame_000614,6,81,299,32.84
qxm,frame_000614,7,81,299,44.04
qxm,frame_000614,8,81,299,215.64
qxm,frame_000614,9,81,299,77.0
qxm,frame_000614,10,81,299,31.64
qxm,frame_000614,11,81,299,41.76
qxm,frame_000614,12,81,299,248.12
qxm,frame_000614,13,81,299,98.24
qxm,frame_000614,14,81,299,31.56
qxm,frame_000614,15,81,299,44.36
qxm,frame_000688,0,130,235,251.24
qxm,frame_000688,1,130,235,180.88
qxm,frame_000688,2,130,235,59.6
qxm,frame_000688,3,130,235,112.4
qxm,frame_000688,4,130,235,247.16
qxm,frame_000688,5,130,235,135.64
qxm,frame_000688,6,130,235,61.6
qxm,frame_000688,7,130,235,78.72
qxm,frame_000688,8,130,235,245.56
qxm,frame_000688,9,130,235,114.52
qxm,frame_000688,10,130,235,58.52
qxm,frame_000688,11,130,235,59.24
qxm,frame_000688,12,130,235,250.16
qxm,frame_000688,13,130,235,155.96
qxm,frame_000688,14,130,235,55.44
qxm,frame_000688,15,130,235,88.04
qxm,frame_000688,0,123,243,168.36
qxm,frame_000688,1,123,243,94.8
qxm,frame_000688,2,123,243,37.76
qxm,frame_000688,3,123,243,37.04
qxm,frame_000688,4,123,243,164.6
qxm,frame_000688,5,123,243,91.76
qxm,frame_000688,6,123,243,35.88
qxm,frame_000688,7,123,243,35.84
qxm,frame_000688,8,123,243,164.04
qxm,frame_000688,9,123,243,90.8
qxm,frame_000688,10,123,243,34.92
qxm,frame_000688,11,123,243,34.2
qxm,frame_000688,12,123,243,165.76
qxm,frame_000688,13,123,243,92.8
qxm,frame_000688,14,123,243,37.44
qxm,frame_000688,15,123,243,36.56
qxm,frame_000688,0,119,250,137.88
qxm,frame_000688,1,119,250,81.84
qxm,frame_000688,2,119,250,28.96
qxm,frame_000688,3,119,250,34.84
qxm,frame_000688,4,119,250,137.56
qxm,frame_000688,5,119,250,81.68
qxm,frame_000688,6,119,250,28.96
qxm,frame_000688,7,119,250,35.0
qxm,frame_000688,8,119,250,137.76
qxm,frame_000688,9,119,250,81.92
qxm,frame_000688,10,119,250,29.04
qxm,frame_000688,11,119,250,34.88
qxm,frame_000688,12,119,250,137.48
qxm,frame_000688,13,119,250,81.68
qxm,frame_000688,14,119,250,28.92
qxm,frame_000688,15,119,250,34.92
qxm,frame_000689,0,119,253,141.96
qxm,frame_000689,1,119,253,82.6
qxm,frame_000689,2,119,253,28.72
qxm,frame_000689,3,119,253,36.4
qxm,frame_000689,4,119,253,141.24
qxm,frame_000689,5,119,253,81.92
qxm,frame_000689,6,119,253,27.96
qxm,frame_000689,7,119,253,35.76
qxm,frame_000689,8,119,253,140.72
qxm,frame_000689,9,119,253,81.44
qxm,frame_000689,10,119,253,27.28
qxm,frame_000689,11,119,253,34.96
qxm,frame_000689,12,119,253,140.52
qxm,frame_000689,13,119,253,81.36
qxm,frame_000689,14,119,253,27.32
qxm,frame_000689,15,119,253,35.08
qxm,frame_000689,0,124,242,218.56
qxm,frame_000689,1,124,242,116.24
qxm,frame_000689,2,124,242,41.2
qxm,frame_000689,3,124,242,57.4
qxm,frame_000689,4,124,242,198.44
qxm,frame_000689,5,124,242,94.0
qxm,frame_000689,6,124,242,21.92
qxm,frame_000689,7,124,242,35.24
qxm,frame_000689,8,124,242,200.64
qxm,frame_000689,9,124,242,95.4
qxm,frame_000689,10,124,242,20.56
qxm,frame_000689,11,124,242,33.92
qxm,frame_000689,12,124,242,220.24
qxm,frame_000689,13,124,242,117.64
qxm,frame_000689,14,124,242,39.56
qxm,frame_000689,15,124,242,54.6
qxm,frame_000697,0,120,256,234.4
qxm,frame_000697,1,120,256,142.72
qxm,frame_000697,2,120,256,48.08
qxm,frame_000697,3,120,256,79.36
qxm,frame_000697,4,120,256,220.52
qxm,frame_000697,5,120,256,103.36
qxm,frame_000697,6,120,256,42.64
qxm,frame_000697,7,120,256,52.64
qxm,frame_000697,8,120,256,230.64
qxm,frame_000697,9,120,256,101.24
qxm,frame_000697,10,120,256,41.92
qxm,frame_000697,11,120,256,43.32
qxm,frame_000697,12,120,256,244.92
qxm,frame_000697,13,120,256,127.4
qxm,frame_000697,14,120,256,37.32
qxm,frame_000697,15,120,256,52.16
qxm,frame_000697,0,116,257,198.72
qxm,frame_000697,1,116,257,104.36
qxm,frame_000697,2,116,257,44.16
qxm,frame_000697,3,116,257,44.48
qxm,frame_000697,4,116,257,181.52
qxm,frame_000697,5,116,257,84.2
qxm,frame_000697,6,116,257,30.12
qxm,frame_000697,7,116,257,31.36
qxm,frame_000697,8,116,257,184.04
qxm,frame_000697,9,116,257,82.8
qxm,frame_000697,10,116,257,28.48
qxm,frame_000697,11,116,257,31.8
qxm,frame_000697,12,116,257,204.56
qxm,frame_000697,13,116,257,100.84
qxm,frame_000697,14,116,257,41.32
qxm,frame_000697,15,116,257,45.24
qxm,frame_000697,0,109,267,139.32
qxm,frame_000697,1,109,267,80.36
qxm,frame_000697,2,109,267,37.04
qxm,frame_000697,3,109,267,41.76
qxm,frame_000697,4,109,267,125.64
qxm,frame_000697,5,109,267,66.76
qxm,frame_000697,6,109,267,24.0
qxm,frame_000697,7,109,267,28.72
qxm,frame_000697,8,109,267,122.68
qxm,frame_000697,9,109,267,63.6
qxm,frame_000697,10,109,267,20.48
qxm,frame_000697,11,109,267,24.88
qxm,frame_000697,12,109,267,136.24
qxm,frame_000697,13,109,267,77.28
qxm,frame_000697,14,109,267,33.36
qxm,frame_000697,15,109,267,37.56
qxm,frame_000757,0,165,246,248.88
qxm,frame_000757,1,165,246,230.6
qxm,frame_000757,2,165,246,74.2
qxm,frame_000757,3,165,246,141.24
qxm,frame_000757,4,165,246,236.04
qxm,frame_000757,5,165,246,141.44
qxm,frame_000757,6,165,246,54.96
qxm,frame_000757,7,165,246,79.48
qxm,frame_000757,8,165,246,253.44
qxm,frame_000757,9,165,246,146.68
qxm,frame_000757,10,165,246,64.72
qxm,frame_000757,11,165,246,69.68
qxm,frame_000757,12,165,246,253.36
qxm,frame_000757,13,165,246,191.32
qxm,frame_000757,14,165,246,61.76
qxm,frame_000757,15,165,246,81.64
qxm,frame_000757,0,161,253,210.72
qxm,frame_000757,1,161,253,108.92
qxm,frame_000757,2,161,253,41.92
qxm,frame_000757,3,161,253,42.32
qxm,frame_000757,4,161,253,187.84
qxm,frame_000757,5,161,253,87.88
qxm,frame_000757,6,161,253,28.56
qxm,frame_000757,7,161,253,33.12
qxm,frame_000757,8,161,253,190.88
qxm,frame_000757,9,161,253,88.44
qxm,frame_000757,10,161,253,26.44
qxm,frame_000757,11,161,253,33.04
qxm,frame_000757,12,161,253,212.36
qxm,frame_000757,13,161,253,106.64
qxm,frame_000757,14,161,253,39.08
qxm,frame_000757,15,161,253,44.12
qxm,frame_000757,0,155,260,143.68
qxm,frame_000757,1,155,260,78.4
qxm,frame_000757,2,155,260,33.88
qxm,frame_000757,3,155,260,41.28
qxm,frame_000757,4,155,260,131.16
qxm,frame_000757,5,155,260,65.72
qxm,frame_000757,6,155,260,20.68
qxm,frame_000757,7,155,260,27.48
qxm,frame_000757,8,155,260,131.48
qxm,frame_000757,9,155,260,65.88
qxm,frame_000757,10,155,260,20.16
qxm,frame_000757,11,155,260,27.28
qxm,frame_000757,12,155,260,145.12
qxm,frame_000757,13,155,260,79.2
qxm,frame_000757,14,155,260,33.12
qxm,frame_000757,15,155,260,40.44
qxm,frame_000767,0,162,252,164.08
qxm,frame_000767,1,162,252,80.68
qxm,frame_000767,2,162,252,31.92
qxm,frame_000767,3,162,252,32.16
qxm,frame_000767,4,162,252,158.04
qxm,frame_000767,5,162,252,73.28
qxm,frame_000767,6,162,252,25.28
qxm,frame_000767,7,162,252,25.64
qxm,frame_000767,8,162,252,163.6
qxm,frame_000767,9,162,252,77.92
qxm,frame_000767,10,162,252,29.2
qxm,frame_000767,11,162,252,30.8
qxm,frame_000767,12,162,252,166.4
qxm,frame_000767,13,162,252,82.56
qxm,frame_000767,14,162,252,35.16
qxm,frame_000767,15,162,252,36.44
qxm,frame_000767,0,165,245,236.96
qxm,frame_000767,1,165,245,156.4
qxm,frame_000767,2,165,245,51.52
qxm,frame_000767,3,165,245,99.32
qxm,frame_000767,4,165,245,228.0
qxm,frame_000767,5,165,245,109.44
qxm,frame_000767,6,165,245,44.88
qxm,frame_000767,7,165,245,57.24
qxm,frame_000767,8,165,245,245.88
qxm,frame_000767,9,165,245,112.48
qxm,frame_000767,10,165,245,46.36
qxm,frame_000767,11,165,245,46.52
qxm,frame_000767,12,165,245,248.0
qxm,frame_000767,13,165,245,134.16
qxm,frame_000767,14,165,245,36.72
qxm,frame_000767,15,165,245,52.72
qxm,frame_002055,0,197,338,248.2
qxm,frame_002055,1,197,338,228.56
qxm,frame_002055,2,197,338,86.92
qxm,frame_002055,3,197,338,122.56
qxm,frame_002055,4,197,338,249.12
qxm,frame_002055,5,197,338,165.28
qxm,frame_002055,6,197,338,69.24
qxm,frame_002055,7,197,338,96.04
qxm,frame_002055,8,197,338,250.28
qxm,frame_002055,9,197,338,158.2
qxm,frame_002055,10,197,338,70.64
qxm,frame_002055,11,197,338,89.6
qxm,frame_002055,12,197,338,246.64
qxm,frame_002055,13,197,338,211.56
qxm,frame_002055,14,197,338,80.12
qxm,frame_002055,15,197,338,105.44
qxm,frame_002055,0,262,331,250.28
qxm,frame_002055,1,262,331,246.12
qxm,frame_002055,2,262,331,109.72
qxm,frame_002055,3,262,331,127.8
qxm,frame_002055,4,262,331,247.64
qxm,frame_002055,5,262,331,229.08
qxm,frame_002055,6,262,331,99.84
qxm,frame_002055,7,262,331,121.08
qxm,frame_002055,8,262,331,249.92
qxm,frame_002055,9,262,331,237.92
qxm,frame_002055,10,262,331,106.6
qxm,frame_002055,11,262,331,126.24
qxm,frame_002055,12,262,331,251.8
qxm,frame_002055,13,262,331,252.84
qxm,frame_002055,14,262,331,111.84
qxm,frame_002055,15,262,331,128.36
qxm,frame_002055,0,262,336,247.8
qxm,frame_002055,1,262,336,229.64
qxm,frame_002055,2,262,336,81.52
qxm,frame_002055,3,262,336,111.2
qxm,frame_002055,4,262,336,252.48
qxm,frame_002055,5,262,336,174.88
qxm,frame_002055,6,262,336,68.12
qxm,frame_002055,7,262,336,96.52
qxm,frame_002055,8,262,336,252.72
qxm,frame_002055,9,262,336,157.48
qxm,frame_002055,10,262,336,65.16
qxm,frame_002055,11,262,336,87.28
qxm,frame_002055,12,262,336,246.48
qxm,frame_002055,13,262,336,205.12
qxm,frame_002055,14,262,336,76.08
qxm,frame_002055,15,262,336,97.56
qxm,frame_002055,0,197,343,250.84
qxm,frame_002055,1,197,343,187.8
qxm,frame_002055,2,197,343,61.0
qxm,frame_002055,3,197,343,116.44
qxm,frame_002055,4,197,343,242.08
qxm,frame_002055,5,197,343,124.72
qxm,frame_002055,6,197,343,49.16
qxm,frame_002055,7,197,343,72.96
qxm,frame_002055,8,197,343,249.44
qxm,frame_002055,9,197,343,116.52
qxm,frame_002055,10,197,343,54.52
qxm,frame_002055,11,197,343,62.16
qxm,frame_002055,12,197,343,250.12
qxm,frame_002055,13,197,343,151.72
qxm,frame_002055,14,197,343,53.36
qxm,frame_002055,15,197,343,76.4
qxm,frame_002023,0,225,351,249.52
qxm,frame_002023,1,225,351,228.64
qxm,frame_002023,2,225,351,84.76
qxm,frame_002023,3,225,351,107.36
qxm,frame_002023,4,225,351,253.24
qxm,frame_002023,5,225,351,174.48
qxm,frame_002023,6,225,351,73.36
qxm,frame_002023,7,225,351,97.32
qxm,frame_002023,8,225,351,252.56
qxm,frame_002023,9,225,351,184.0
qxm,frame_002023,10,225,351,74.8
qxm,frame_002023,11,225,351,96.88
qxm,frame_002023,12,225,351,245.96
qxm,frame_002023,13,225,351,232.8
qxm,frame_002023,14,225,351,83.44
qxm,frame_002023,15,225,351,106.4
qxm,frame_002023,0,223,354,253.24
qxm,frame_002023,1,223,354,216.24
qxm,frame_002023,2,223,354,77.32
qxm,frame_002023,3,223,354,118.0
qxm,frame_002023,4,223,354,252.2
qxm,frame_002023,5,223,354,147.44
qxm,frame_002023,6,223,354,58.96
qxm,frame_002023,7,223,354,89.16
qxm,frame_002023,8,223,354,251.8
qxm,frame_002023,9,223,354,142.24
qxm,frame_002023,10,223,354,58.92
qxm,frame_002023,11,223,354,80.52
qxm,frame_002023,12,223,354,247.68
qxm,frame_002023,13,223,354,188.24
qxm,frame_002023,14,223,354,64.56
qxm,frame_002023,15,223,354,88.48
qxm,frame_002067,0,205,351,235.4
qxm,frame_002067,1,205,351,139.2
qxm,frame_002067,2,205,351,42.12
qxm,frame_002067,3,205,351,78.16
qxm,frame_002067,4,205,351,224.96
qxm,frame_002067,5,205,351,97.0
qxm,frame_002067,6,205,351,34.32
qxm,frame_002067,7,205,351,48.44
qxm,frame_002067,8,205,351,243.52
qxm,frame_002067,9,205,351,91.6
qxm,frame_002067,10,205,351,39.08
qxm,frame_002067,11,205,351,43.08
qxm,frame_002067,12,205,351,252.76
qxm,frame_002067,13,205,351,112.12
qxm,frame_002067,14,205,351,36.04
qxm,frame_002067,15,205,351,50.72
qxm,frame_002067,0,207,341,246.48
qxm,frame_002067,1,207,341,239.8
qxm,frame_002067,2,207,341,97.48
qxm,frame_002067,3,207,341,122.72
qxm,frame_002067,4,207,341,251.0
qxm,frame_002067,5,207,341,200.92
qxm,frame_002067,6,207,341,85.76
qxm,frame_002067,7,207,341,113.52
qxm,frame_002067,8,207,341,252.04
qxm,frame_002067,9,207,341,203.24
qxm,frame_002067,10,207,341,88.96
qxm,frame_002067,11,207,341,114.12
qxm,frame_002067,12,207,341,247.12
qxm,frame_002067,13,207,341,242.2
qxm,frame_002067,14,207,341,99.04
qxm,frame_002067,15,207,341,121.52
qxm,frame_002067,0,269,335,252.88
qxm,frame_002067,1,269,335,193.32
qxm,frame_002067,2,269,335,56.0
qxm,frame_002067,3,269,335,123.84
qxm,frame_002067,4,269,335,242.92
qxm,frame_002067,5,269,335,125.32
qxm,frame_002067,6,269,335,47.56
qxm,frame_002067,7,269,335,69.92
qxm,frame_002067,8,269,335,252.72
qxm,frame_002067,9,269,335,120.0
qxm,frame_002067,10,269,335,54.8
qxm,frame_002067,11,269,335,56.88
qxm,frame_002067,12,269,335,253.04
qxm,frame_002067,13,269,335,148.6
qxm,frame_002067,14,269,335,47.6
qxm,frame_002067,15,269,335,69.32
qxm,frame_002067,0,269,341,220.12
qxm,frame_002067,1,269,341,132.28
qxm,frame_002067,2,269,341,42.16
qxm,frame_002067,3,269,341,76.0
qxm,frame_002067,4,269,341,204.52
qxm,frame_002067,5,269,341,88.04
qxm,frame_002067,6,269,341,31.52
qxm,frame_002067,7,269,341,47.32
qxm,frame_002067,8,269,341,225.6
qxm,frame_002067,9,269,341,82.12
qxm,frame_002067,10,269,341,34.08
qxm,frame_002067,11,269,341,39.08
qxm,frame_002067,12,269,341,244.48
qxm,frame_002067,13,269,341,100.4
qxm,frame_002067,14,269,341,29.56
qxm,frame_002067,15,269,341,42.2
qxm,frame_002067,0,267,349,249.56
qxm,frame_002067,1,267,349,178.4
qxm,frame_002067,2,267,349,62.36
qxm,frame_002067,3,267,349,119.2
qxm,frame_002067,4,267,349,238.92
qxm,frame_002067,5,267,349,116.0
qxm,frame_002067,6,267,349,52.72
qxm,frame_002067,7,267,349,69.96
qxm,frame_002067,8,267,349,248.64
qxm,frame_002067,9,267,349,120.24
qxm,frame_002067,10,267,349,49.88
qxm,frame_002067,11,267,349,60.04
qxm,frame_002067,12,267,349,250.68
qxm,frame_002067,13,267,349,161.36
qxm,frame_002067,14,267,349,53.16
qxm,frame_002067,15,267,349,82.32
qxm,frame_002077,0,270,338,248.84
qxm,frame_002077,1,270,338,236.48
qxm,frame_002077,2,270,338,78.72
qxm,frame_002077,3,270,338,119.68
qxm,frame_002077,4,270,338,245.52
qxm,frame_002077,5,270,338,161.76
qxm,frame_002077,6,270,338,64.12
qxm,frame_002077,7,270,338,82.32
qxm,frame_002077,8,270,338,253.0
qxm,frame_002077,9,270,338,156.8
qxm,frame_002077,10,270,338,64.96
qxm,frame_002077,11,270,338,78.32
qxm,frame_002077,12,270,338,250.24
qxm,frame_002077,13,270,338,204.96
qxm,frame_002077,14,270,338,71.6
qxm,frame_002077,15,270,338,86.4
qxm,frame_002077,0,270,343,252.52
qxm,frame_002077,1,270,343,190.96
qxm,frame_002077,2,270,343,57.2
qxm,frame_002077,3,270,343,121.84
qxm,frame_002077,4,270,343,241.76
qxm,frame_002077,5,270,343,125.44
qxm,frame_002077,6,270,343,48.84
qxm,frame_002077,7,270,343,70.96
qxm,frame_002077,8,270,343,249.76
qxm,frame_002077,9,270,343,124.56
qxm,frame_002077,10,270,343,54.24
qxm,frame_002077,11,270,343,59.52
qxm,frame_002077,12,270,343,251.16
qxm,frame_002077,13,270,343,156.76
qxm,frame_002077,14,270,343,49.36
qxm,frame_002077,15,270,343,74.24
qxm,frame_002077,0,270,348,250.4
qxm,frame_002077,1,270,348,222.4
qxm,frame_002077,2,270,348,79.72
qxm,frame_002077,3,270,348,115.04
qxm,frame_002077,4,270,348,251.84
qxm,frame_002077,5,270,348,164.64
qxm,frame_002077,6,270,348,69.68
qxm,frame_002077,7,270,348,91.24
qxm,frame_002077,8,270,348,252.4
qxm,frame_002077,9,270,348,177.04
qxm,frame_002077,10,270,348,74.48
qxm,frame_002077,11,270,348,92.56
qxm,frame_002077,12,270,348,250.32
qxm,frame_002077,13,270,348,232.52
qxm,frame_002077,14,270,348,83.2
qxm,frame_002077,15,270,348,108.96
qxm,frame_002091,0,248,250,247.24
qxm,frame_002091,1,248,250,226.68
qxm,frame_002091,2,248,250,83.72
qxm,frame_002091,3,248,250,112.8
qxm,frame_002091,4,248,250,248.92
qxm,frame_002091,5,248,250,165.64
qxm,frame_002091,6,248,250,66.52
qxm,frame_002091,7,248,250,90.96
qxm,frame_002091,8,248,250,250.96
qxm,frame_002091,9,248,250,162.4
qxm,frame_002091,10,248,250,66.52
qxm,frame_002091,11,248,250,87.36
qxm,frame_002091,12,248,250,244.64
qxm,frame_002091,13,248,250,209.56
qxm,frame_002091,14,248,250,76.64
qxm,frame_002091,15,248,250,95.92
qxm,frame_002091,0,244,259,191.0
qxm,frame_002091,1,244,259,110.68
qxm,frame_002091,2,244,259,42.16
qxm,frame_002091,3,244,259,52.04
qxm,frame_002091,4,244,259,180.6
qxm,frame_002091,5,244,259,78.24
qxm,frame_002091,6,244,259,30.96
qxm,frame_002091,7,244,259,41.8
qxm,frame_002091,8,244,259,201.6
qxm,frame_002091,9,244,259,73.76
qxm,frame_002091,10,244,259,24.76
qxm,frame_002091,11,244,259,37.96
qxm,frame_002091,12,244,259,229.68
qxm,frame_002091,13,244,259,100.44
qxm,frame_002091,14,244,259,25.96
qxm,frame_002091,15,244,259,42.76
qxm,frame_002106,0,164,361,249.48
qxm,frame_002106,1,164,361,248.0
qxm,frame_002106,2,164,361,101.68
qxm,frame_002106,3,164,361,124.08
qxm,frame_002106,4,164,361,253.04
qxm,frame_002106,5,164,361,185.36
qxm,frame_002106,6,164,361,84.52
qxm,frame_002106,7,164,361,106.32
qxm,frame_002106,8,164,361,253.08
qxm,frame_002106,9,164,361,187.04
qxm,frame_002106,10,164,361,82.08
qxm,frame_002106,11,164,361,105.2
qxm,frame_002106,12,164,361,249.4
qxm,frame_002106,13,164,361,249.88
qxm,frame_002106,14,164,361,99.64
qxm,frame_002106,15,164,361,120.68
qxm,frame_002106,0,159,372,245.56
qxm,frame_002106,1,159,372,171.16
qxm,frame_002106,2,159,372,57.72
qxm,frame_002106,3,159,372,111.04
qxm,frame_002106,4,159,372,232.04
qxm,frame_002106,5,159,372,111.96
qxm,frame_002106,6,159,372,44.64
qxm,frame_002106,7,159,372,59.88
qxm,frame_002106,8,159,372,246.6
qxm,frame_002106,9,159,372,104.16
qxm,frame_002106,10,159,372,47.2
qxm,frame_002106,11,159,372,42.52
qxm,frame_002106,12,159,372,252.8
qxm,frame_002106,13,159,372,138.4
qxm,frame_002106,14,159,372,47.92
qxm,frame_002106,15,159,372,61.6
qxm,frame_002106,0,215,381,252.64
qxm,frame_002106,1,215,381,242.44
qxm,frame_002106,2,215,381,100.56
qxm,frame_002106,3,215,381,121.24
qxm,frame_002106,4,215,381,251.36
qxm,frame_002106,5,215,381,214.48
qxm,frame_002106,6,215,381,93.64
qxm,frame_002106,7,215,381,112.88
qxm,frame_002106,8,215,381,251.76
qxm,frame_002106,9,215,381,219.64
qxm,frame_002106,10,215,381,94.48
qxm,frame_002106,11,215,381,114.28
qxm,frame_002106,12,215,381,251.88
qxm,frame_002106,13,215,381,247.6
qxm,frame_002106,14,215,381,101.16
qxm,frame_002106,15,215,381,122.08
qxm,frame_002115,0,154,374,252.32
qxm,frame_002115,1,154,374,180.72
qxm,frame_002115,2,154,374,60.92
qxm,frame_002115,3,154,374,116.08
qxm,frame_002115,4,154,374,247.2
qxm,frame_002115,5,154,374,121.56
qxm,frame_002115,6,154,374,50.52
qxm,frame_002115,7,154,374,72.96
qxm,frame_002115,8,154,374,250.52
qxm,frame_002115,9,154,374,116.52
qxm,frame_002115,10,154,374,54.84
qxm,frame_002115,11,154,374,66.6
qxm,frame_002115,12,154,374,248.84
qxm,frame_002115,13,154,374,148.52
qxm,frame_002115,14,154,374,48.04
qxm,frame_002115,15,154,374,78.32
qxm,frame_002115,0,213,383,250.32
qxm,frame_002115,1,213,383,209.76
qxm,frame_002115,2,213,383,72.64
qxm,frame_002115,3,213,383,120.4
qxm,frame_002115,4,213,383,250.08
qxm,frame_002115,5,213,383,135.28
qxm,frame_002115,6,213,383,55.76
qxm,frame_002115,7,213,383,85.6
qxm,frame_002115,8,213,383,249.64
qxm,frame_002115,9,213,383,127.0
qxm,frame_002115,10,213,383,57.76
qxm,frame_002115,11,213,383,74.4
qxm,frame_002115,12,213,383,245.64
qxm,frame_002115,13,213,383,177.72
qxm,frame_002115,14,213,383,68.8
qxm,frame_002115,15,213,383,82.24
qxm,frame_002115,0,217,376,244.96
qxm,frame_002115,1,217,376,235.84
qxm,frame_002115,2,217,376,84.28
qxm,frame_002115,3,217,376,113.84
qxm,frame_002115,4,217,376,248.08
qxm,frame_002115,5,217,376,178.52
qxm,frame_002115,6,217,376,72.4
qxm,frame_002115,7,217,376,95.08
qxm,frame_002115,8,217,376,249.32
qxm,frame_002115,9,217,376,177.36
qxm,frame_002115,10,217,376,75.16
qxm,frame_002115,11,217,376,96.12
qxm,frame_002115,12,217,376,244.48
qxm,frame_002115,13,217,376,235.32
qxm,frame_002115,14,217,376,84.32
qxm,frame_002115,15,217,376,113.6
qxm,frame_002115,0,156,365,251.6
qxm,frame_002115,1,156,365,243.0
qxm,frame_002115,2,156,365,101.72
qxm,frame_002115,3,156,365,131.2
qxm,frame_002115,4,156,365,253.0
qxm,frame_002115,5,156,365,187.96
qxm,frame_002115,6,156,365,85.64
qxm,frame_002115,7,156,365,114.16
qxm,frame_002115,8,156,365,254.0
qxm,frame_002115,9,156,365,185.4
qxm,frame_002115,10,156,365,85.16
qxm,frame_002115,11,156,365,110.88
qxm,frame_002115,12,156,365,249.8
qxm,frame_002115,13,156,365,231.16
qxm,frame_002115,14,156,365,96.68
qxm,frame_002115,15,156,365,117.72
qxm,frame_002127,0,209,389,252.76
qxm,frame_002127,1,209,389,200.8
qxm,frame_002127,2,209,389,68.32
qxm,frame_002127,3,209,389,124.52
qxm,frame_002127,4,209,389,240.72
qxm,frame_002127,5,209,389,124.48
qxm,frame_002127,6,209,389,45.8
qxm,frame_002127,7,209,389,71.08
qxm,frame_002127,8,209,389,251.52
qxm,frame_002127,9,209,389,123.84
qxm,frame_002127,10,209,389,58.04
qxm,frame_002127,11,209,389,62.92
qxm,frame_002127,12,209,389,249.36
qxm,frame_002127,13,209,389,166.0
qxm,frame_002127,14,209,389,59.32
qxm,frame_002127,15,209,389,78.72
qxm,frame_002127,0,211,380,204.24
qxm,frame_002127,1,211,380,110.04
qxm,frame_002127,2,211,380,44.68
qxm,frame_002127,3,211,380,58.88
qxm,frame_002127,4,211,380,197.92
qxm,frame_002127,5,211,380,76.28
qxm,frame_002127,6,211,380,35.4
qxm,frame_002127,7,211,380,43.12
qxm,frame_002127,8,211,380,233.12
qxm,frame_002127,9,211,380,70.32
qxm,frame_002127,10,211,380,33.56
qxm,frame_002127,11,211,380,35.36
qxm,frame_002127,12,211,380,247.64
qxm,frame_002127,13,211,380,94.28
qxm,frame_002127,14,211,380,36.88
qxm,frame_002127,15,211,380,40.24
qxm,frame_002127,0,154,366,246.84
qxm,frame_002127,1,154,366,236.48
qxm,frame_002127,2,154,366,91.24
qxm,frame_002127,3,154,366,119.48
qxm,frame_002127,4,154,366,250.48
qxm,frame_002127,5,154,366,174.2
qxm,frame_002127,6,154,366,76.64
qxm,frame_002127,7,154,366,100.28
qxm,frame_002127,8,154,366,253.2
qxm,frame_002127,9,154,366,176.04
qxm,frame_002127,10,154,366,77.28
qxm,frame_002127,11,154,366,99.08
qxm,frame_002127,12,154,366,246.76
qxm,frame_002127,13,154,366,227.68
qxm,frame_002127,14,154,366,88.48
qxm,frame_002127,15,154,366,107.08
qxm,frame_002127,0,150,375,245.0
qxm,frame_002127,1,150,375,154.52
qxm,frame_002127,2,150,375,46.08
qxm,frame_002127,3,150,375,95.16
qxm,frame_002127,4,150,375,236.28
qxm,frame_002127,5,150,375,105.56
qxm,frame_002127,6,150,375,43.56
qxm,frame_002127,7,150,375,57.36
qxm,frame_002127,8,150,375,247.44
qxm,frame_002127,9,150,375,99.92
qxm,frame_002127,10,150,375,48.92
qxm,frame_002127,11,150,375,50.16
qxm,frame_002127,12,150,375,251.28
qxm,frame_002127,13,150,375,123.56
qxm,frame_002127,14,150,375,37.84
qxm,frame_002127,15,150,375,61.92
qxm,frame_002147,0,206,388,252.2
